first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Ryszard,CHMIELEWSKI,IT/878160/2015,2015-03-26T00:00:00,"6 370,5 z≥  ",IT,NIE
Czes≥awa,Michalak,MA.745784.2010 ,2010-11-07T00:00:00  ,4936.32 Z£,MARKETING,False
Dariusz,Dπbrowski,ma/324146/2016,2016/06/18,4054.4 pln,MARKETING  ,FA£SZ  
Zygmunt,GÛrski,SP/963965/2013,2013/12/31,4864.860000000001 Z£,SPRZEDAØ ,True
Barbara,Piotrowska ,cz/860618/2010,2010-06-10,"2 316,6000000000004 Z£",CZYSTOå∆,MA
Wies≥aw,Nowakowski,ma/903834/2013,2013-12-31T00:00:00,"3 658,2400000000002 z≥otych",MARKETING,false
Artur,KamiÒski,SP/818110/2017,2017-10-31,5124.0 z≥,,NIE
Karolina,Koz≥owska,MA/996776/2017,2017-10-31,4386.976000000001 pln,MARKETING,ma
Alfreda,Adamczyk,SP_385868_2018,2018/07/08,"3 270,0 Z£",SPRZEDAØ ,nie ma 
Rozalia,Nowicka ,LO/731195/2017,2017/09/11,"3 537,0000000000005 z≥",LOGISTYKA,FA£SZ
Aleksander ,Bπk,OC_371025_2012,2012/01/31,"2 445,7400000000002 z≥otych",OCHRONA,nie ma
Eugeniusz,Paw≥owski,LO/852126/2018,2018-08-27T00:00:00,3322.215 z≥otych,LOGISTYKA,NIE MA
Zdzis≥aw,szczepaÒski,ZA/601931/2014,2014-10-27   ,89045.0 Z£,ZARZ•D,MA
Zbigniew ,Nowakowski,LO_875362_2016  ,2016/11/15,3721.9500000000003 z≥,LOGISTYKA,NIE MA
Rafa≥,Wojciechowski,LO/856592/2013,2013-04-25,4371.84 pln,LOGISTYKA,Tak
Jacek,Nowicki,IT/247389/2013,2013-04-25,9225.150000000001 z≥otych,IT,True
Zuzanna,Nowak,SP.388936.2016,2016/08/07,4597.5 pln,SPRZEDAØ ,false
Zuzanna,Wieczorek,LO/502897/2012,2012-11-26,3764.4750000000004 z≥otych,LOGISTYKA,Tak
Adela,Zajπc,MA/674434/2015,2015-02-04,5497.6 PLN,MARKETING,NIE MA
BOØENA   ,StÍpieÒ,KS/439665/2012,2012-06-29,6831.000000000001 z≥  ,KSI GOWOå∆,Tak
Bogdan,,SP/562030/2015,2015-02-04,4403.4 Z£,SPRZEDAØ,False
Danuta,Malinowska,CZ/716829/2017,2017-06-03,3343.5 Z£,CZYSTOå∆,nie
Witold,Sikora,ks/267190/2018   ,2018/10/16,"5 473,6 Z£",KSI GOWOå∆,TAK  
Ludwik,Sikorski,cz/691289/2015,2015-03-26,3386.0 Z£ ,CZYSTOå∆,nie
Bogus≥awa,Wojciechowska,SP.347654.2017,2017-10-31,3981.4500000000003 PLN,,1
stefania,Zajπc,CZ_263991_2016,2016-11-15T00:00:00,3798.3 pln,CZYSTOå∆,PRAWDA 
Krzysztof,Ko≥odziej,SP/498624/2018  ,2018/05/19,3781.8 Z£,SPRZEDAØ ,ma
Ludwik,Soko≥owski,ZA/914340/2009,2009-11-22,52725.0 z≥otych,ZARZ•D,Fa≥sz
Alfreda,Majewska,SP/541185/2013,2013-11-11,5108.400000000001 z≥otych,SPRZEDAØ,tak
Piotr,Rutkowski,SP/382860/2017,2017-12-20,3202.5 PLN,SPRZEDAØ,Fa≥sz
,sikorski,SP/838998/2013,2013-01-15,4097.1 PLN,SPRZEDAØ,nie ma
Leon ,Wilk,KA-656821-2017,2017-09-11,4135.400000000001 z≥otych,KADRY,nie
Gabriela,SzymaÒska,LO/726359/2018,2018-08-27,3686.715 PLN,LOGISTYKA,nie
Genowefa ,Baran,SP-531892-2011 ,2011-07-15,4891.950000000001 pln,SPRZEDAØ,nie
Julian,Maciejewski,LO.811331.2010,2010-09-18,3969.5400000000004 Z£,LOGISTYKA,NIE MA
Mieczys≥awa,KOWALCZYK,ka/746739/2016,2016-06-18T00:00:00,3826.7020000000007 Z£,,1 
w≥adys≥aw ,Kubiak,IT/366297/2011,2011-09-03T00:00:00,7653.250000000001 z≥otych,IT,true
,SzymaÒska,CZ.339509.2014,2014-05-30,2801.4 z≥otych,CZYSTOå∆,NIE MA
Ma≥gorzata,olszewska,ks/721313/2013,2013-12-31,6968.2 z≥otych  ,KSI GOWOå∆,NIE
Bronis≥aw,Pawlak,oc/793790/2017,2017-06-03,"2 921,5450000000005 Z£",OCHRONA,ma 
Alojzy,Baran  ,SP/636881/2015,2015-05-15,"5 161,5 z≥",SPRZEDAØ,false
Wac≥awa,Zajπc,LO/622879/2014,2014-09-07T00:00:00,3019.1400000000003 z≥otych,LOGISTYKA,False
LUCYNA,sikora  ,SP-107150-2011,2011-05-26,4925.85 PLN,SPRZEDAØ,nie
Karol,Krupa,lo/780590/2009 ,,3326.4 z≥otych,LOGISTYKA,Tak
ILONA,kamiÒska,MA/731338/2015,2015-12-01T00:00:00,"4 700,8 z≥",MARKETING,NIE MA
Wies≥awa,dπbrowska,LO/238411/2014,2014-02-19,3310.0650000000005 z≥,LOGISTYKA,PRAWDA
Krzysztof,SIKORA,MA/951113/2014,2014-02-19,5843.200000000001 z≥,MARKETING,True
grzegorz,,SP/542381/2018,2018-07-08T00:00:00,5129.85 pln,SPRZEDAØ,1  
BOGUS£AWA,Pawlak ,KA-849113-2018,2018/08/27,"5 964,4310000000005 Z£",KADRY,true
Zygmunt,Szewczyk,SP.355689.2012,2012/10/07,4040.25 pln ,SPRZEDAØ,Fa≥sz
Czes≥awa,Tomaszewska,SP/209100/2010,,5136.450000000001 z≥otych,SPRZEDAØ,nie ma
Bernadeta,Dudek ,SP_102518_2016,2016-08-07,"5 610,165 pln  ",SPRZEDAØ,
Magdalena,Kwiatkowska ,CZ/733036/2010 ,2010-12-27,2741.0 z≥otych,,Fa≥sz
Ilona,zieliÒska,LO/595536/2010,2010-06-10,"4 079,7000000000003 PLN",LOGISTYKA,NIE MA
Daniela,Dudek,SP_923440_2010,2010-11-07,3976.5000000000005 Z£,SPRZEDAØ,ma
Aleksandra,KOWALCZYK,SP-999760-2009,2009-11-22,"4 204,5 Z£",SPRZEDAØ,NIE MA
Witold,Marciniak,MA/312778/2016,2016/11/15,"3 424,0 z≥otych",MARKETING,Nie
,ADAMCZYK,ma/431857/2016 ,2016-04-29,4572.8 pln,MARKETING,False
Gabriela,KamiÒska,SP.237310.2018,2018-10-16,3271.5 z≥otych,SPRZEDAØ,FA£SZ
Wanda,Szewczyk,LO/856337/2015,2015-02-04,4184.055 PLN,LOGISTYKA,false
Maria ,Witkowska,KA-755576-2011,2011/09/03,"3 811,4500000000003 z≥",KADRY,NIE
Julia,kowalczyk,CZ-851757-2017,2017-09-11,2809.3 pln ,CZYSTOå∆,Fa≥sz
ALDONA,Baran,OC-673680-2011,2011-04-06T00:00:00,"3 636,71 z≥otych",OCHRONA  ,False 
Stefania,Nowicka,cz/870290/2010,2010/06/10,2208.3 pln ,,Fa≥sz
Aneta  ,Nowakowska,ka/504199/2018,2018-05-19,3933.9 PLN,KADRY,False
Alojzy  ,borkowski,KS-154252-2012 ,2012-11-26,"7 249,000000000001 PLN",KSI GOWOå∆,ma
Barbara,Adamczyk ,CZ/959902/2017,2017-07-23 ,2828.5400000000004 z≥otych,CZYSTOå∆,ma 
Henryka,Kowalska,ma/698554/2016,2016-04-29T00:00:00,4537.6 pln,MARKETING,Fa≥sz
Lucjan,Grabowski  ,MA/583651/2012,2012-01-31 ,5120.192000000001 z≥,MARKETING,ma  
Hanna,Mazur,ks/147583/2016   ,2016/06/18,6855.200000000001 Z£,KSI GOWOå∆ ,PRAWDA 
Jacek,G”RSKI,SP/544497/2013,2013-11-11,4842.09 Z£,SPRZEDAØ,True
Wies≥aw,nowakowski,sp/840090/2009, ,4910.85 Z£ ,SPRZEDAØ,NIE
Jadwiga,Szewczyk,lo/150493/2010,2010-06-10  ,4056.7500000000005 z≥otych,LOGISTYKA,FA£SZ
Zygmunt,Chmielewski,CZ/936194/2014 ,2014-05-30,3315.0 Z£,CZYSTOå∆,NIE MA
dorota,SzymaÒska,KA_396500_2017,2017-09-11 ,3267.4 Z£  ,KADRY   ,NIE
Arkadiusz,Chmielewski,sp/859005/2018,2018-05-19,4568.700000000001 PLN,SPRZEDAØ,FA£SZ
Agata,Jab≥oÒska,KA_227551_2010   ,2010-04-21,5211.1 pln,KADRY,NIE
Adela,SzymaÒska,LO-503984-2014,2014-12-16T00:00:00,4107.0645 PLN,LOGISTYKA,PRAWDA
Urszula,Michalska,ma/383736/2011   ,2011-04-06,"5 416,4800000000005 z≥",MARKETING,nie ma 
Wac≥aw,SzczepaÒski,sp/108093/2013,2013-12-31T00:00:00,3786.5850000000005 Z£,SPRZEDAØ ,tak 
Wanda,Woüniak,ks/732708/2013,2013-12-31,5116.4 z≥otych,KSI GOWOå∆,false
halina,MAJEWSKA,ka/672599/2016,2016-04-29T00:00:00,4997.51 z≥,KADRY,Nie
Kazimierz,Dπbrowski,SP/884844/2014   ,2014-10-27T00:00:00,3406.5 z≥otych  ,SPRZEDAØ,nie ma
Marzena,Tomaszewska,KA/480494/2017,2017/01/04,4629.23 z≥,KADRY,Nie
danuta,Piotrowska,KA/331919/2015,,4368.21 z≥,KADRY,Prawda
aleksandra,Nowicka,sp/713291/2016,2016/09/26,4989.6 PLN ,SPRZEDAØ,NIE MA 
Wiktor,MAKOWSKI,oc/615552/2016,2016-04-29,"2 691,0400000000004 pln",OCHRONA,
Zofia ,Tomaszewska,ks/795947/2016 ,2016/04/29,6232.0 z≥otych ,KSI GOWOå∆,Fa≥sz
Marcin,,KS/485033/2013,2013-11-11,"5 379,4 pln",KSI GOWOå∆,nie ma
Daniela,wrÛblewska,OC/728511/2017,2017-09-11,3231.8 PLN,OCHRONA  ,false
Krzysztof,lewandowski,MA.238377.2012,2012-03-21,5213.12 z≥otych,MARKETING,PRAWDA
Antonina,KOWALCZYK,SP-149111-2012,2012/11/26,"5 031,0 z≥otych",SPRZEDAØ,NIE
Julia  ,Sikora  ,CZ/493174/2011,2011-09-03,"2 859,2300000000005 PLN",CZYSTOå∆,true
stanis≥awa,Nowicka,LO/114151/2011,2011-02-15,4423.950000000001 Z£  ,LOGISTYKA,Nie
RÛøa,Ostrowska,MA/299131/2015,2015-08-23,"5 865,024 pln",,Prawda 
Przemys≥aw,kaümierczak,SP.637384.2011,2011/09/03,"4 550,535000000001 z≥otych",SPRZEDAØ  ,ma
Alina,Malinowska,KS/622449/2012,2012-01-31T00:00:00  ,6452.6 Z£,KSI GOWOå∆,True
Andrzej,GÛrski,SP/967058/2016,2016-04-29T00:00:00,3773.8500000000004 Z£ ,SPRZEDAØ,nie ma
W≥adys≥aw,SzczepaÒski,IT/332866/2016 ,2016-06-18,"7 131,75 z≥otych",IT,nie ma
Artur,Wilk,ma/896821/2013,2013/06/14,6096.640000000001 PLN,MARKETING,Tak
Mieczys≥aw,Soko≥owski,KA.556000.2017,2017-02-23,4765.63 Z£,KADRY,False
franciszka,Jankowska  ,SP/771952/2013,2013-03-06,5593.5 PLN,SPRZEDAØ ,Prawda 
iwona,Witkowska,SP/947451/2010 ,2010-06-10T00:00:00,"5 240,4 pln",SPRZEDAØ,false
Adam,krupa,LO/378240/2011 ,2011-12-12,4158.54 z≥,LOGISTYKA,0
Stefania,Woüniak,ma/184568/2012,2012/06/29,"5 094,400000000001 pln",MARKETING,false
Eugeniusz,,ma/609727/2010,2010-04-21T00:00:00,4081.0880000000006 Z£,MARKETING,true
Zdzis≥aw,KamiÒski,KA/881335/2011,2011-12-12,4610.320000000001 z≥otych,KADRY,TAK
Miros≥aw ,Rutkowski,KS/965106/2016,2016-06-18,6662.0 PLN,KSI GOWOå∆,NIE
dariusz,G”RSKI,MA_165839_2017,2017-04-14,4702.72 z≥,MARKETING,TAK
Przemys≥aw,G≥owacki,cz/295248/2018,2018/10/16,3111.9 PLN,CZYSTOå∆,tak 
,SzymaÒski,MA/134693/2010,2010-07-30,5305.6 z≥otych,MARKETING,nie
HENRYK,Witkowski,KS/531981/2013,2013/03/06,5246.56 z≥otych,KSI GOWOå∆,Prawda
Izabela,Kwiatkowska,ka/332701/2010,2010-11-07  ,4219.72 z≥otych,KADRY,False 
Wiktoria,NOWAKOWSKA,IT/753486/2017,2017/12/20,"8 634,75 pln",IT,Nie
Boøena,Malinowska,LO-573690-2010,2010-11-07,4402.485000000001 pln,LOGISTYKA,false 
Marian,Michalski,sp/263433/2017,2017-07-23T00:00:00,"5 502,75 z≥",SPRZEDAØ,true
Bernadeta,Piotrowska,KA/835644/2013,2013-06-14,3693.4950000000003 PLN  ,KADRY,Fa≥sz
Stanis≥aw,Pawlak,it/504066/2013,,9614.0 Z£,IT,tak
Micha≥,ziÛ≥kowski,MA/611142/2016,2016-01-20,3811.2000000000003 z≥otych,MARKETING,FA£SZ
Jerzy,Jaworski,KA/719294/2017,2017-12-20T00:00:00,4164.85 pln,KADRY,NIE MA
Aniela,dπbrowska,MA/700420/2016,2016-06-18T00:00:00,"4 366,240000000001 PLN",MARKETING,False
Wies≥awa,Malinowska,OC/374549/2013,2013-08-03,3297.250000000001 z≥ ,OCHRONA,true
Krzysztof,Mazurek,lo/622888/2010,2010-06-10,"4 312,4400000000005 z≥otych ",LOGISTYKA,Tak
Jaros≥aw,Mazur,cz/425917/2016,2016-06-18,2365.0 z≥,CZYSTOå∆,False
Aneta,Dπbrowska,cz/269795/2017 ,2017-04-14,3024.0 PLN,CZYSTOå∆,NIE MA
Honorata,Koz≥owska,ma/439917/2011,2011-12-12  ,5552.96 PLN,MARKETING,NIE MA
Weronika,pietrzak,LO.217506.2013,2013-08-03  ,"4 204,035000000001 z≥otych",LOGISTYKA  ,True  
W≥adys≥aw,marciniak,MA/433872/2015,2015-08-23,3720.8 pln,MARKETING,NIE
Julia,michalska,KS_273103_2016 ,2016-04-29T00:00:00,6924.0 PLN,KSI GOWOå∆,nie ma
Julia ,Majewska,cz/769719/2010,2010-03-02T00:00:00 ,3209.0 z≥,CZYSTOå∆,Nie
Katarzyna,PIOTROWSKA,MA/222398/2013,2013-12-31T00:00:00,"5 521,6 pln",MARKETING,NIE MA 
Adela,GÛrska,IT/590369/2015,2015-10-12,8863.25 pln,IT,ma
Honorata,Tomaszewska,ks/617526/2017,2017-07-23,5988.0 pln,KSI GOWOå∆,NIE  
daniela,Adamczyk,sp/917788/2011,2011-02-15,4994.55 z≥otych,SPRZEDAØ,PRAWDA
,Wiúniewski,CZ_162110_2015,2015/03/26,3273.3 z≥otych,CZYSTOå∆,Nie
Cecylia,Dπbrowska,SP/254041/2013,2013-01-15,4945.5 Z£,SPRZEDAØ,false
ZUZANNA,Jab≥oÒska,SP/191762/2012,2012/01/31,3186.0 z≥,SPRZEDAØ,nie
Rafa≥,KRAWCZYK,sp/652074/2017,2017-01-04,3585.615 pln,SPRZEDAØ,PRAWDA
czes≥aw,JAB£O—SKI ,KA-485471-2016,2016-09-26,3357.3 z≥otych,KADRY,FA£SZ
Mieczys≥aw,sikorski,LO/323830/2010  ,2010-09-18,3997.620000000001 z≥ ,LOGISTYKA ,ma
Micha≥,Tomaszewski,KA/884918/2015,2015-02-04,4008.3 z≥,KADRY,nie ma
Zdzis≥aw,,CZ/212485/2013,2013-08-03,3072.0 z≥otych,CZYSTOå∆,Nie
Wiktoria,ZieliÒska,ks/100745/2016,2016-03-10,6960.360000000001 PLN,KSI GOWOå∆  ,MA
Danuta,Dudek,KS/464671/2012,2012/03/21,5510.8 Z£,KSI GOWOå∆,false
Edmund,Mazur,CZ/197786/2010,2010-04-21T00:00:00,2195.0 Z£,CZYSTOå∆,false
Maria,StÍpieÒ,sp/141173/2017,2017/10/31,3210.1499999999996 PLN,SPRZEDAØ  ,false
Michalina,WrÛblewska,lo/441817/2012,2012/11/26,"3 163,05 Z£",LOGISTYKA,nie
Ireneusz,Jankowski,SP_291302_2015,2015-02-04T00:00:00,3458.1000000000004 pln,SPRZEDAØ,nie ma  
Zygmunt,SzymaÒski,LO/941506/2010,2010-07-30,3722.8950000000004 PLN,LOGISTYKA,Tak 
Edward,Dudek,ka/937624/2013,2013-08-03,"3 861,205 PLN",KADRY,Fa≥sz
Leszek,Sadowski,LO/509788/2018 ,2018-05-19,"4 680,450000000001 pln",LOGISTYKA,FA£SZ
Antonina,KR”L,KS/728982/2017,2017/04/14,5912.0 z≥otych,KSI GOWOå∆,Fa≥sz
CZES£AWA,Szewczyk,LO/473852/2016,2016-03-10,3152.25 z≥otych,LOGISTYKA  ,Nie
celina,GÛrska,MA_111735_2010 ,2010-03-02,4606.400000000001 PLN,MARKETING  ,Nie
,Adamczyk,cz/493560/2018,2018/03/30,"2 214,0 z≥otych",CZYSTOå∆,False
Bronis≥awa,WrÛbel,MA/940309/2017,2017-09-11,"3 568,0 z≥otych",MARKETING,nie
Ewa ,Michalak,SP_125041_2018,2018/03/30   ,4386.0 z≥,SPRZEDAØ,Fa≥sz
,Duda,cz/840383/2016,2016-06-18,2383.4 pln,CZYSTOå∆,FA£SZ
Janusz,Wieczorek,MA_960226_2014,2014-05-30,3479.84 pln,MARKETING,FA£SZ  
Marianna,Piotrowska,MA/439643/2012,2012-06-29,4165.568000000001 pln,MARKETING,MA  
MIECZYS£AW,Kaczmarek,IT/369495/2016,2016-09-26,6227.75 PLN,IT,FA£SZ
Maciej,Zakrzewski,sp/925689/2012,,4118.4 pln,SPRZEDAØ,NIE MA
Michalina,Jaworska,KS/182312/2014,2014-07-19T00:00:00,5192.0 z≥otych,KSI GOWOå∆,Tak
Henryk,Michalak,SP-787537-2009,2009/11/22,"5 577,495000000001 z≥  ",SPRZEDAØ,Prawda
Janina,,SP_349210_2012,2012-08-18,3217.5 Z£,SPRZEDAØ,False
Cecylia,Dπbrowska,sp/145011/2013,2013-12-31  ,4551.0 PLN,SPRZEDAØ,False
Gertruda,wojciechowska,SP_974047_2017,2017-07-23T00:00:00,4176.0 PLN,SPRZEDAØ,False 
Dariusz,Jakubowski,ka/161656/2017,2017/02/23,4425.25 z≥otych ,KADRY,FA£SZ
Michalina,,ka/257882/2017,2017-02-23,4209.645 Z£,KADRY,MA 
FELIKS,,MA.947052.2011,2011-02-15,5018.464000000001 pln,MARKETING,TAK
Wies≥aw,Wilk,ks/211120/2013,2013-04-25,"4 881,8 pln",KSI GOWOå∆,Tak
edmund,Maciejewski,IT_949937_2014,2014-04-10,7497.5 z≥,IT,NIE MA
Lucjan,PIETRZAK,ZA_652142_2009,2009-10-03T00:00:00,"56 554,99999999999 z≥",ZARZ•D,FA£SZ
Urszula,wieczorek,KA/284118/2010,2010-03-02,4028.4500000000003 pln,KADRY,nie
Rafa≥,Sobczak,SP.841255.2013,2013-01-15,4900.35 z≥,SPRZEDAØ,false
Wac≥awa,Dudek,KS/165315/2017,2017-10-31T00:00:00,6642.24 z≥otych,KSI GOWOå∆,1
eløbieta,Pietrzak,KA/249317/2017,2017-10-31,5403.3 z≥otych,KADRY,
Ma≥gorzata,StÍpieÒ,MA-974285-2009,2009-10-03,4510.0 z≥,MARKETING  ,True
ZBIGNIEW,Wojciechowski,ks/455888/2013  ,2013-03-06,6518.6 z≥,KSI GOWOå∆,1
Janusz,Witkowski,KA/279506/2013,2013-04-25T00:00:00,5292.785 z≥,KADRY,NIE
SYLWIA,Sikora,MA/629905/2015,2015-03-26,3633.6000000000004 PLN,MARKETING,nie ma
Cecylia,,KA-608205-2009 ,2009-06-25,5515.675 Z£,KADRY,TAK
ryszard ,Borkowski,it/965333/2009,2009-11-22,7771.75 PLN,IT,NIE MA
Cecylia ,Witkowska,SP/139072/2009,2009-11-22,3321.0 z≥otych  ,SPRZEDAØ,False
ZENON,Mazur,KA/459757/2011,2011-05-26T00:00:00,5953.689500000001 Z£,KADRY,1
Grzegorz,Krawczyk,KS/314419/2018,2018-08-27,6382.0 PLN ,KSI GOWOå∆,false
Teresa,Jab≥oÒska,ma/205755/2018,2018-08-27,"4 441,6 Z£",MARKETING,NIE
Sabina,WÛjcik,LO/346656/2017,2017/09/11,2835.0 z≥otych, ,False
Aleksandra ,majewska,MA/178776/2012  ,2012-10-07,4490.240000000001 Z£,MARKETING,NIE
Wiktor,rutkowski ,MA/772196/2014,2014-10-27,"5 171,200000000001 PLN",MARKETING,FA£SZ
Aldona,Krawczyk,MA/391823/2016,2016-01-20,"5 387,200000000001 pln",MARKETING,false
Maria,SZYMA—SKA,MA/602269/2018,2018-08-27,5290.880000000001 PLN,MARKETING,false
iwona,Kowalska,ks/785454/2016,2016/08/07 ,5481.3 z≥,KSI GOWOå∆,Tak
Kazimierz,Zajπc  ,ma/787099/2010,2010/11/07,4137.6 PLN   ,MARKETING,FA£SZ
Jan,Tomaszewski  ,LO/486358/2012,2012-05-10T00:00:00,2848.5 pln,LOGISTYKA,FA£SZ
Hanna,Pawlak,KA/323846/2018,2018-05-19,5317.895 z≥otych,KADRY,FA£SZ
Ma≥gorzata,Piotrowska,lo/589702/2014,,"3 474,2250000000004 z≥otych",LOGISTYKA,NIE
Krystyna,OLSZEWSKA,KA/443189/2018,2018/02/08,4253.2 pln,KADRY,Fa≥sz
Ryszard,Dudek,KA/529032/2010,2010-04-21,4867.775000000001 Z£,,Prawda
Joanna,Tomaszewska,KA/789066/2014,2014-12-16,4760.05 pln,KADRY,False
Stefania,Ostrowska,ZA/530330/2012,2012-11-26T00:00:00,83637.5 pln  ,ZARZ•D,false
Zygmunt,SzymaÒski,sp/120000/2014 ,2014-09-07,4424.85 z≥,SPRZEDAØ,nie
Natalia,Adamczyk,KA/243646/2013,2013-12-31,4770.590000000001 z≥,KADRY ,MA
Tadeusz,Ko≥odziej,SP.952955.2013,2013-01-15T00:00:00,4762.5 z≥otych,SPRZEDAØ,false
BOGDAN,Zajπc,ZA.614878.2010,,83707.5 z≥otych,ZARZ•D ,Nie
cezary,Pawlak,lo/595863/2015,2015-05-15,3987.9 pln,LOGISTYKA ,NIE MA
alojzy,Dudek,CZ/838396/2014,2014-04-10,"2 276,0 pln",CZYSTOå∆,NIE
sylwester,Piotrowski,LO-470532-2017,2017/01/04,"3 857,881500000001 z≥",LOGISTYKA,MA  
W≥adys≥awa,,cz/517661/2012,2012-08-18T00:00:00 ,3353.9 z≥,CZYSTOå∆,PRAWDA
wioletta,Pietrzak,LO.319832.2016,2016-09-26,"3 067,7400000000002 z≥",LOGISTYKA,False
Ryszard,WrÛblewski,MA.731137.2017,2017-06-03,4875.68 Z£,,NIE
Natalia,Szewczyk,SP.850554.2013 ,2013-04-25,4656.0 z≥otych,SPRZEDAØ,False
Lech ,Wysocki,MA/130092/2010 ,2010-06-10T00:00:00,3632.4800000000005 pln,MARKETING,0
Roman,SZCZEPA—SKI,sp/239355/2011,2011-12-12T00:00:00,5030.19 z≥,SPRZEDAØ,Tak
Agnieszka,majewska,cz/193591/2016,2016-01-20T00:00:00,"3 433,1000000000004 Z£",CZYSTOå∆,tak
Lucjan,Paw≥owski,sp/668458/2013,2013/03/06,3642.2999999999997 z≥otych,SPRZEDAØ ,nie ma
Lucjan,kamiÒski,sp/973441/2014,2014-10-27,3824.7000000000003 PLN,SPRZEDAØ,FA£SZ
,Kaczmarek,KA/636123/2013,2013/01/15,"5 195,135000000001 z≥otych",KADRY,TAK
Aneta,Zajπc,ks/447610/2015,2015-12-01,5774.0 Z£,KSI GOWOå∆,0
Franciszka,Grabowska,oc/944759/2012,2012-08-18,2974.4 Z£,OCHRONA,NIE
Zenon ,Wilk,MA-486707-2014,2014-07-19T00:00:00,4531.2 z≥,MARKETING,nie ma
J”ZEFA,Kowalczyk,cz/953480/2010,2010-03-02 ,3211.6 PLN,CZYSTOå∆,Fa≥sz
Cecylia,Nowakowska,ks/369259/2017,2017-12-20,5501.6 z≥otych ,KSI GOWOå∆ ,NIE MA
Czes≥aw,Kucharski,KS/370864/2010,2010-11-07,6776.0 PLN,KSI GOWOå∆,false
Julia,michalak,OC/161947/2017,2017-06-03,3446.0800000000004 pln,OCHRONA,1
Alfred,GÛrski,KA/547801/2013,2013-12-31,"5 066,95 PLN",KADRY,0
eløbieta,Krawczyk,SP.430619.2013,2013-04-25,4186.049999999999 z≥,SPRZEDAØ,FA£SZ
Ryszard,czarnecki  ,CZ/386235/2013,2013-01-15T00:00:00,2276.0 z≥,CZYSTOå∆,false
Romuald,Pawlak,ma/218254/2010,2010-12-27  ,4313.76 z≥,MARKETING,NIE MA
MAGDALENA,PAW£OWSKA,KS/617384/2017,2017/09/11,5227.200000000001 Z£,KSI GOWOå∆,TAK
Edyta,Rutkowska,KS/964180/2009 ,2009-10-03,6016.0 z≥,KSI GOWOå∆,Fa≥sz
Zdzis≥aw,GÛrski,SP/721628/2010,2010-03-02,5231.25 Z£,SPRZEDAØ,NIE MA
,Kalinowski,lo/432775/2017,2017-06-03,2992.275 z≥  ,LOGISTYKA,false
Kazimierz,ostrowski,cz/594968/2012,2012-11-26,2829.0 PLN,CZYSTOå∆,FA£SZ
Artur,Szulc,sp/890128/2010,2010-01-11T00:00:00,3948.2850000000008 PLN ,SPRZEDAØ,true
Beata,WrÛbel,KA-798088-2017,2017-07-23T00:00:00 ,5056.1 z≥,KADRY,NIE
Julian,Michalski,cz/522404/2010,2010/03/02  ,3061.0 pln,CZYSTOå∆,Nie
W£ODZIMIERZ,Olszewski,KS/883529/2009,2009-06-25,4742.0 Z£,,Fa≥sz
Weronika,KamiÒska,KS/493288/2012,2012-08-18,5258.0 z≥,KSI GOWOå∆,Tak
Alfred,Grabowski,CZ/533643/2014  ,2014/07/19,3408.1 z≥,CZYSTOå∆,0
Izabela,JasiÒska,ks/150909/2014 ,2014-12-16,5460.2 Z£,KSI GOWOå∆,Fa≥sz
Dariusz,Rutkowski,CZ/746737/2013,2013-06-14,2566.3 z≥otych,CZYSTOå∆,tak
Bogus≥awa,Ostrowska,lo/251232/2017 ,2017/12/20,3887.0550000000003 Z£,LOGISTYKA,FA£SZ 
Roman,Wilk ,LO/257010/2014,2014-05-30T00:00:00,3836.7000000000003 Z£,LOGISTYKA,nie ma
Jolanta,jab≥oÒska,SP_907047_2010,2010-12-27,"4 261,125 pln",SPRZEDAØ,Tak
DANIELA,malinowska,sp/314704/2010,2010-09-18,"4 717,5 z≥otych",SPRZEDAØ,NIE
Mariusz,Jaworski,SP/131494/2012,2012-08-18T00:00:00  ,5130.0 z≥otych,SPRZEDAØ,FA£SZ
Feliks,PIOTROWSKI,SP/351839/2010,2010-03-02,"4 853,700000000001 PLN ",SPRZEDAØ ,0
Teresa,WIåNIEWSKA,sp/607502/2013,2013-11-11,"3 327,6000000000004 Z£  ",SPRZEDAØ,False
Pawe≥,Sikora,MA/793305/2018,2018-03-30T00:00:00 ,5077.6 PLN ,MARKETING,Prawda
Joanna,Adamczyk,sp/657149/2017,2017-02-23,4560.0 z≥otych,SPRZEDAØ,nie
Rafa≥,Kaczmarek,lo/634505/2014,2014-10-27,3279.0150000000003 pln,LOGISTYKA,nie ma
Aldona,Piotrowska ,ma/416211/2010,2010-01-11  ,4158.400000000001 z≥,MARKETING,nie ma
Jerzy,Wojciechowski,SP/931463/2009,2009/08/14,3468.0 z≥,SPRZEDAØ,NIE MA
Bronis≥aw  ,SzczepaÒski,MA/205815/2014,2014-05-30,5526.400000000001 Z£,MARKETING,NIE
lucjan,Kucharski,OC/506713/2010,2010-09-18,3775.2000000000007 pln,OCHRONA,
Wanda,Ostrowska,KS/833831/2012,2012-10-07,"5 748,8 z≥otych",KSI GOWOå∆,nie ma
Alina,Kowalczyk,oc/714308/2010,2010-07-30T00:00:00,2812.81 z≥otych,OCHRONA,FA£SZ
Bronis≥aw,Ostrowski ,MA/503137/2018,2018-02-08,5480.0 z≥,MARKETING,NIE
Alfred,Nowakowski,ma/186823/2013,2013-04-25T00:00:00,"3 632,0 pln",MARKETING,nie
